Frequency(Hz),REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav
5140.625,3.9346,10.519,11.8158,5.6408,4.6938,13.6837,8.3567,10.0042,10.9282,10.8634,12.9288,6.1498,8.2838,7.7775,12.3403,5.9358
5156.25,7.8771,9.9465,6.5022,6.6765,6.8828,12.4228,18.8575,11.0412,13.9241,10.3712,11.3656,7.4586,9.4722,4.0399,12.5683,0.4094
5171.875,2.0965,13.3126,4.2632,2.3844,2.0813,10.9853,23.4029,15.8084,12.1431,11.7601,17.9897,2.3139,14.3562,1.9131,5.9974,7.3531
5187.5,8.8838,12.4334,5.4414,2.8068,8.7024,13.4638,3.8534,10.8129,11.8426,12.7553,10.0055,8.9598,11.532,2.5174,15.3647,0.1293
5203.125,3.1331,13.7766,10.3579,10.7182,8.2049,15.2127,18.1462,14.6574,14.1267,12.1672,12.4259,9.4561,18.6364,8.7415,19.4686,4.9113
5218.75,8.2831,16.9057,1.5337,9.4594,5.2567,11.9916,22.7307,11.5653,17.1368,12.3235,16.2956,7.354,7.7363,8.5574,8.0305,5.179
5234.375,12.3316,11.9172,12.3792,8.7227,10.7705,13.9319,21.3785,18.8767,14.0919,15.8398,14.6968,7.4256,18.64,10.0973,14.9611,9.4367
5250,13.0024,18.2813,13.8479,10.2019,9.7312,18.6955,1.856,10.4347,14.8344,17.7405,14.247,16.2182,12.4703,16.1506,11.7617,9.0493
5265.625,9.2818,19.2837,7.1562,16.7202,16.4835,16.858,24.0881,21.0041,17.1886,15.6569,15.7199,14.2867,18.4965,10.2563,20.044,9.2761
5281.25,17.8659,12.9187,24.2979,11.9987,9.9044,15.3831,29.3386,16.6533,15.3805,16.8336,18.227,12.8164,18.3537,16.0222,19.7079,12.2773
5296.875,10.9374,13.8089,10.6645,11.1212,17.148,15.4909,20.3916,19.4102,14.6627,15.5191,13.8237,17.3879,18.3304,18.7496,10.6674,10.618
5312.5,19.128,21.2959,16.3782,21.98,14.2518,21.261,14.8939,15.9557,20.7829,19.5347,23.5853,13.9929,11.4463,14.3563,25.0858,11.9259
5328.125,12.6071,17.829,16.9622,13.9961,18.1071,14.4189,17.2761,17.4478,16.8673,17.9221,15.9796,19.8407,21.0258,13.8999,18.5838,13.2224
5343.75,13.2331,17.2272,13.1461,14.3992,13.8905,17.9001,23.4602,17.3038,19.3286,16.706,16.1653,17.0609,15.676,20.6722,12.656,9.95
5359.375,18.27,18.3501,14.2767,15.0449,12.0698,16.564,17.164,15.896,16.8757,12.4392,17.3087,16.5356,20.4432,15.4704,22.6666,14.2846
5375,15.0642,19.1772,16.363,15.6484,17.4002,17.0464,11.9563,16.7264,10.4865,19.9813,16.7511,17.1887,12.314,16.1295,17.1488,8.7117
5390.625,8.2882,8.9553,7.6565,14.4051,9.8983,15.3425,15.0207,18.3253,16.5449,13.2199,12.0708,8.8016,15.4692,13.672,10.7651,10.6661
5406.25,15.7692,18.9828,13.4438,9.1896,14.6892,12.5714,18.3948,13.2631,18.1704,19.7472,18.4776,15.383,15.186,13.9876,16.9278,8.3853
5421.875,5.0734,11.4513,7.4226,9.4017,9.6224,17.4084,15.1234,14.9018,11.9943,12.4227,8.9584,11.0531,13.408,10.4224,14.2711,8.7264
5437.5,9.4211,18.2535,11.895,7.3626,9.2657,14.8742,13.8653,13.9577,17.0831,14.2046,21.2907,10.3973,14.9356,9.5492,14.8756,1.584
5453.125,4.6463,8.5821,3.5153,7.9703,4.2338,7.1471,10.0298,13.6023,9.2511,8.1958,7.6113,5.3511,15.3863,6.1973,11.0381,9.8965
5468.75,4.2842,11.4947,4.8011,1.8719,4.7092,18.7399,16.3959,14.9483,11.0996,19.3601,16.1954,2.8777,7.087,5.9939,12.9339,5.4197
5484.375,1.1608,14.19,2.5233,2.2386,3.1839,7.974,9.2063,8.0376,16.7821,9.2066,7.4099,4.1273,17.0722,2.6236,13.483,2.381
5500,5.3878,11.684,1.9735,5.0378,1.4056,12.6568,12.2969,11.2045,10.7793,13.8272,16.0405,1.4506,11.1841,8.165,6.6803,3.9936
5515.625,7.4252,11.6201,11.1875,11.387,9.5605,10.4648,12.9293,13.5792,10.6025,9.6524,12.9473,6.16,14.44,3.4059,15.5902,8.066
5531.25,9.4131,14.0183,7.0651,8.5997,10.4203,18.8804,10.8701,13.4374,16.8654,14.3146,6.9728,14.1334,12.128,12.6466,15.6438,9.7267
5546.875,13.9351,12.0389,14.9194,14.2006,10.9292,6.1295,16.4797,15.1576,10.6455,15.0971,17.523,9.5896,14.204,7.2595,9.1564,14.3646
5562.5,15.4861,13.5012,13.7087,14.2015,16.9119,14.2472,12.3319,8.9757,14.7471,11.6332,16.4905,17.2745,10.7546,18.9562,16.7483,12.5101
5578.125,21.1041,16.3752,19.2926,18.7979,18.6114,18.2335,13.6537,15.1378,17.742,14.1877,11.342,17.0427,16.5598,21.3182,13.7795,23.3569
5593.75,23.4772,15.8194,23.8642,22.4218,21.6688,14.3177,18.8899,15.5194,15.9615,16.7385,17.1321,22.5879,19.1245,19.0715,18.4033,18.3671
5609.375,19.7628,16.0082,24.2784,23.9725,26.8255,15.3346,19.9237,18.7333,18.6351,21.9828,20.0986,25.6344,13.1505,27.8648,14.1737,19.344
5625,28.2862,20.6999,28.0294,25.9511,26.9637,22.6213,15.328,18.2431,15.4905,13.2116,13.3024,28.654,19.3761,27.0912,20.0999,31.4924
5640.625,32.9659,21.0077,29.4025,33.4375,32.6624,12.9309,15.8421,19.8302,21.4404,22.0963,19.1799,33.2011,20.5202,34.0632,19.6884,30.0335
5656.25,35.024,16.0706,33.5273,33.1882,32.5771,25.8004,27.285,22.2945,20.6707,18.2834,21.7347,33.3127,17.4817,31.0445,17.761,32.061
5671.875,34.9958,24.2658,35.4535,36.3838,33.8882,18.5858,17.9794,15.9421,20.6981,21.9325,20.0461,33.9987,23.5615,35.8089,21.2097,30.7043
5687.5,33.1651,25.9648,36.9973,32.5841,36.6336,22.2545,22.2479,23.548,21.2884,18.576,22.2341,40.1781,22.5786,40.4955,23.6702,39.7862
5703.125,41.3757,16.5476,39.909,44.2809,39.122,24.9193,16.0868,20.9658,24.7253,24.8046,18.5436,37.5848,16.3371,39.1072,25.8315,31.4913
5718.75,37.593,26.4023,38.0172,36.7427,39.0153,16.6032,28.2975,24.9863,20.0589,18.7843,24.7117,40.3997,28.2292,42.6002,16.6155,40.0645
5734.375,41.1261,27.5397,43.3219,42.1697,39.4937,29.3395,30.1685,18.0921,24.875,25.1206,18.8311,42.5512,18.2041,43.0626,30.0432,35.781
5750,40.5893,15.1302,39.0849,42.1583,42.2796,19.4128,16.1784,28.8175,20.2405,23.9379,23.6421,41.7248,23.8975,36.3522,17.1166,38.3948
5765.625,43.5541,25.6857,44.9235,36.5336,43.7032,24.2745,16.9988,17.7028,23.7942,21.4914,19.2437,43.3666,19.637,49.1498,24.6483,37.997
5781.25,40.3033,24.9425,38.0183,43.7941,37.7497,20.4819,25.5662,21.7367,20.1017,21.0454,26.187,44.9955,25.4982,41.0201,23.693,41.894
5796.875,37.6302,17.505,41.2557,41.974,39.7797,21.4228,29.2398,24.815,24.7252,17.3087,17.7403,37.3511,19.1076,44.1769,18.544,33.0886
5812.5,38.7982,23.9728,40.1194,39.1912,41.5923,22.8663,15.5827,16.1597,21.1247,23.0584,21.9671,44.1019,23.1837,39.9674,23.3389,38.3032
5828.125,39.8582,18.0813,36.3796,37.812,35.8566,15.1279,10.823,23.0169,16.8118,20.1811,19.4044,34.9679,17.074,32.9597,20.0123,38.859
5843.75,31.7742,18.7266,35.5066,37.048,37.3272,21.346,22.56,16.1373,19.9404,16.091,14.3479,37.212,19.4057,40.6846,17.1873,30.3522
5859.375,34.593,21.2253,35.6339,33.5645,31.5727,16.5426,23.451,18.8646,15.3571,19.0547,20.7356,37.6757,17.9768,36.7532,18.405,30.3985
5875,33.5757,11.6569,29.0367,29.4739,34.2264,15.0741,15.0171,14.2827,17.7218,14.2844,11.7844,27.0043,13.0253,28.3205,15.3615,29.1938
5890.625,27.5903,18.0368,30.5515,30.932,22.1462,14.9094,14.4093,11.9942,12.8393,15.3365,14.7939,30.6984,12.1948,28.7066,15.5357,26.7558
5906.25,23.2338,11.1438,22.5628,24.2594,30.3016,11.9038,9.1129,14.2312,11.6319,9.6883,12.0909,24.113,12.9327,27.9077,13.3186,21.116
5921.875,26.6581,9.9228,22.4085,21.6421,18.6717,11.3272,14.271,11.7263,11.2428,12.689,9.5857,20.8311,10.3393,21.5119,13.1792,23.0252
5937.5,11.3266,11.9849,18.2754,17.3856,20.5274,6.9106,8.9831,8.6762,8.1966,7.382,11.394,20.6059,8.1468,17.0715,5.5398,16.0299
5953.125,15.1074,6.8965,12.7537,15.5872,12.3946,10.7906,9.2102,8.3167,7.4383,6.0974,8,14.1078,7.0351,14.2906,8.6086,13.1238
5968.75,15.2582,5.3443,13.9605,10.0124,7.2173,3.5993,6.7623,3.1109,9.6214,7.1247,4.6902,12.8721,7.6933,14.3487,6.6683,9.2582
5984.375,2.8105,4.9347,4.722,9.8276,12.0268,6.4877,2.2373,10.4512,6.7373,7.4169,9.1973,5.6682,5.4612,5.8796,9.5384,10.4866
6000,8.2504,6.0715,2.6939,2.8691,10.5096,5.9014,8.3052,0.8944,4.6161,9.5287,4.6723,9.578,5.1252,9.6361,3.8054,2.8065
6015.625,10.9107,7.0904,12.9035,9.9534,6.2009,4.475,9.2337,5.9234,6.7983,6.1902,4.4271,6.2211,7.0879,10.5584,4.0888,10.1408
6031.25,12.8392,5.5058,10.8692,8.1326,11.0204,6.9886,10.2748,9.0667,6.7338,4.3616,10.4552,16.083,10.8239,8.0059,10.3755,9.349
6046.875,9.1264,12.0028,15.4129,17.0414,15.6402,7.9838,6.6301,7.2662,8.9368,11.3817,7.2721,13.8913,9.3467,16.8175,8.5931,16.5649
6062.5,19.5453,7.0941,18.2691,13.2222,15.5904,10.3932,7.337,13.2417,11.8662,9.3866,9.1067,16.951,10.4644,18.5612,13.1416,13.5435
6078.125,20.4668,13.0832,19.7863,25.4545,21.0531,10.7649,13.3483,10.287,10.7214,13.1921,15.2046,19.5341,11.2882,22.1696,11.216,23.3256
6093.75,26.8971,13.3104,26.69,22.5861,24.6176,18.3529,17.0872,16.6563,14.2703,13.9744,13.2374,27.3201,16.3947,21.201,14.617,21.774
6109.375,24.2664,18.036,27.7299,30.3516,26.652,10.9073,13.735,10.8833,15.0977,14.3843,13.6532,27.2823,11.4392,33.7978,12.7424,26.3199
6125,31.7373,14.5596,29.9616,30.2484,32.3136,17.0304,11.7357,15.0105,14.3672,12.4711,16.8183,30.9954,16.396,29.3017,19.2292,28.5847
6140.625,31.9853,18.9953,34.2486,32.0375,31.552,14.6532,17.7951,19.3372,17.3585,25.6166,13.3746,35.9374,17.8406,33.4597,15.7057,29.9566
6156.25,34.1038,18.2565,37.0501,36.4441,35.5087,22.9295,21.6091,18.2267,20.336,14.4953,19.1968,37.0161,17.6146,34.0384,18.4657,29.9317
6171.875,39.1308,19.6245,34.0277,34.7075,36.2885,14.2786,18.6231,18.1149,18.4347,18.348,18.1932,36.395,18.4269,41.8068,21.4673,35.06
6187.5,37.7432,18.8185,35.3243,41.0842,35.9605,18.4806,17.4025,20.3112,19.6375,14.8786,15.8008,38.4547,19.3684,38.4524,18.363,34.1431
6203.125,37.9562,20.8389,44.7736,34.833,40.2232,23.73,18.9701,18.478,20.5898,21.6551,22.0373,40.9786,21.1267,37.3959,22.2059,38.7448
6218.75,35.678,18.6001,34.0823,42.9371,39.0155,18.5029,21.1717,21.525,16.199,21.3296,15.697,38.7524,16.0908,42.2464,23.9678,36.445
6234.375,43.9695,19.7894,40.4465,38.6893,40.1869,16.6792,18.2115,18.2304,20.9525,20.7906,18.6073,38.8994,18.5904,42.6951,22.4901,35.1072
6250,37.4561,20.0101,43.9027,40.742,36.0798,20.8336,18.0029,21.134,16.7611,12.1753,21.6743,42.2251,21.182,43.1632,15.6128,35.1282
6265.625,36.155,21.391,35.5097,41.0673,38.8507,19.6743,16.0223,17.6625,22.534,20.7027,18.4069,42.6494,16.1437,38.8627,17.5205,40.2489
6281.25,37.3572,18.5637,37.021,33.7165,39.6283,15.808,26.1136,16.5481,12.916,18.6283,19.2677,34.2982,19.1893,33.091,19.1291,28.7315
6296.875,39.0351,17.5009,35.2941,38.0572,31.8401,19.5158,17.856,19.9616,17.2328,17.7834,12.8298,39.8812,15.6521,41.72,16.536,38.1485
6312.5,26.542,14.9651,34.3756,33.4891,38.095,17.4191,13.7866,13.7461,22.7549,18.693,19.6186,34.2998,19.5867,33.9485,18.6509,29.882
6328.125,38.8181,20.9966,33.2206,31.2261,29.5164,13.1821,13.4548,16.6463,12.4416,12.9986,15.3401,34.0093,12.4293,31.0477,14.1161,29.3678
6343.75,29.7274,14.1745,25.1909,31.4182,30.4564,17.6453,18.3584,16.9458,16.6882,14.5997,17.2603,28.2916,14.519,29.1796,16.3151,27.9323
6359.375,24.8485,16.9904,30.4482,24.5094,26.3482,16.0708,16.1488,14.4265,13.8588,18.2495,14.281,25.1019,15.0497,32.9358,14.5215,26.7147
6375,23.4781,11.9027,24.3408,27.6342,24.2018,11.8471,14.6005,10.5713,12.2595,10.5621,8.1863,30.704,13.875,23.9232,14.9856,21.5744
6390.625,22.3914,15.751,21.1265,19.367,24.4979,13.3574,8.0643,17.1199,17.6891,14.6288,18.3748,18.691,13.93,18.029,13.6648,22.4973
6406.25,17.5839,11.0847,22.1542,21.3518,17.2163,14.6795,20.3848,13.1214,12.1692,15.2799,16.1553,20.9804,16.0617,23.4792,13.8441,21.4508
6421.875,20.6715,19.8166,16.1291,15.8523,16.6839,17.447,14.7608,15.8429,15.9744,14.1119,11.5668,17.3142,12.1173,14.2448,16.8667,18.1142
6437.5,16.9198,12.0363,15.0868,20.0824,20.4872,13.6427,16.3152,11.2233,16.5838,14.2986,17.343,15.6044,19.7318,20.542,13.7649,12.8681
6453.125,18.0756,18.1429,18.1517,17.9497,14.3346,17.0767,12.7105,21.0126,14.506,15.6921,10.9006,21.1004,14.286,17.563,15.1546,18.1271
6468.75,14.0497,15.1457,19.6342,14.6985,18.2928,15.8424,19.3329,17.1827,16.833,16.3524,20.8263,13.9021,19.8168,18.7949,18.5949,19.4981
6484.375,21.9173,21.3271,18.8289,20.6307,22.7252,21.3545,19.687,16.879,17.7905,23.6877,17.133,22.4254,10.7681,18.953,19.1681,20.2253
6500,26.0608,14.056,24.267,23.1838,21.1461,13.7898,16.5412,21.3176,18.6617,16.2508,19.6047,20.1395,27.5391,20.218,20.2038,20.9249
6515.625,21.6088,26.8075,27.1349,24.9108,26.6682,23.0671,23.181,19.2703,22.0055,19.3241,18.4519,28.3449,14.5104,27.5117,21.2362,25.0692
6531.25,26.2249,21.2605,25.0667,26.9422,24.6359,23.0598,25.166,21.1026,24.1146,19.8955,30.103,28.5406,21.7408,35.8533,21.9545,23.472
6546.875,29.6969,22.7024,30.5774,31.5451,30.2124,25.7918,19.5076,23.3327,19.3848,30.3733,22.0023,29.4554,30.015,22.8601,16.6014,28.8273
6562.5,33.6081,28.3464,30.0539,32.5755,32.5502,19.0866,24.0075,25.0581,26.6195,20.2731,19.5547,31.9337,18.0797,34.3358,30.0938,28.0134
6578.125,32.2007,24.4939,37.1461,32.5967,32.5422,25.9913,25.0877,23.3908,25.0831,28.4786,27.0996,40.8227,25.7142,37.9488,28.9645,30.7603
6593.75,38.0751,24.3303,34.6002,36.5369,38.6437,31.1971,30.5484,27.2433,26.196,19.066,24.6599,33.4572,26.5301,35.9842,26.4653,34.9854
6609.375,37.3056,24.6401,41.1865,40.0024,34.9445,24.6135,26.3827,24.9444,30.1327,31.4615,31.0325,40.3195,27.6898,37.3417,26.609,35.2662
6625,36.7103,31.5725,34.6909,36.4381,36.9184,26.6047,26.1125,26.171,24.682,23.7307,23.1807,37.4182,25.7625,47.1341,32.068,37.9746
6640.625,39.1839,23.6594,43.9337,42.5715,42.7772,28.9242,27.5786,35.2259,30.4781,32.0377,24.4413,44.3838,23.8198,42.5551,22.8477,32.7862
6656.25,43.364,31.0484,39.9458,38.3949,40.0298,26.8785,25.855,20.5615,23.3376,21.0493,32.2245,43.3153,32.2957,36.4023,34.3188,39.4098
6671.875,39.6967,25.8794,39.188,41.0613,41.0208,26.6402,27.6149,25.1828,30.548,31.0396,20.7036,41.0053,24.2971,44.1864,28.266,37.9279
6687.5,36.4684,29.6358,38.9045,42.7813,41.8326,28.8078,27.7194,34.597,24.8669,26.3823,30.9736,42.9575,25.5465,38.3502,23.5932,35.934
6703.125,46.6511,26.3612,45.8565,40.0199,36.4668,28.0728,25.3895,21.9065,28.2852,30.6748,21.6083,39.2936,27.2679,45.7741,30.4586,37.0745
6718.75,34.8325,25.8925,34.0287,37.0274,44.2764,23.653,26.6338,28.0053,28.3581,23.1181,30.3479,41.3729,25.7373,41.8194,19.4239,34.8418
6734.375,34.7055,28.5151,35.6406,38.4417,36.4269,24.3129,28.6358,23.0608,26.442,24.683,25.243,36.316,29.3525,31.6194,33.2814,35.8839
6750,41.4823,25.467,36.9445,36.8782,32.2461,26.3002,20.3224,28.3082,18.9361,21.3913,17.8547,37.0039,23.1929,42.4943,24.675,30.8286
6765.625,31.8914,23.8592,35.6356,32.7719,34.9614,25.8221,23.898,19.4784,26.2245,24.1269,24.1953,33.9966,19.204,31.6183,20.1023,32.0561
6781.25,32.1644,21.4088,29.3827,29.3989,32.778,19.1155,25.5471,20.6113,22.514,22.6337,24.8225,31.605,22.5086,37.749,25.9979,28.9583
6796.875,26.0881,20.8745,27.4933,33.387,25.6958,20.7915,18.553,25.3081,18.9752,19.9734,16.4235,28.2416,22.3513,33.8822,16.2727,26.7367
6812.5,28.2548,20.9791,28.151,23.1968,25.4605,21.7341,18.9017,20.8345,25.2485,19.9893,19.0299,30.6407,23.9603,23.5001,19.9559,25.0051
6828.125,20.5225,16.2054,19.081,24.9681,25.877,18.1872,20.3686,18.4194,15.4889,19.8325,21.9072,24.0964,14.2709,21.2111,15.4688,23.3897
6843.75,21.4876,17.9039,22.2354,18.9774,19.0093,13.1429,13.1086,13.0848,17.7417,12.4465,9.1613,18.6173,16.5418,22.7059,21.8625,16.7451
6859.375,17.9816,19.0131,18.3356,17.6564,11.6982,17.3719,14.6028,20.2541,10.9981,18.1869,27.1125,16.8653,16.559,17.122,8.6453,15.1402
6875,15.7726,7.1491,17.6539,12.3701,20.017,14.607,14.8207,7.9264,19.9549,10.4735,13.7642,17.6463,13.4323,11.1718,22.2469,17.8616
6890.625,10.48,15.1456,6.7164,11.5327,5.4121,7.7389,11.4503,14.5753,4.2754,11.5321,12.6556,4.1991,11.906,12.8553,10.527,5.5471
6906.25,9.4957,9.53,11.309,5.9199,13.2427,14.2852,15.6951,12.9566,15.1986,10.7529,17.4162,13.171,10.0436,1.0052,14.3215,10.48
6921.875,7.7086,6.8817,5.423,9.9827,2.6573,10.7069,2.7484,6.1143,8.239,12.434,2.6224,2.802,9.6387,13.0411,4.9953,6.8019
6937.5,3.7264,9.0746,4.8427,2.0562,8.954,10.3967,9.5588,6.3745,7.9215,6.3605,6.4594,8.0873,8.5998,6.5886,4.9771,7.1323
6953.125,8.8021,6.2391,10.1776,7.2283,8.0916,1.8951,10.1646,10.4372,5.7071,7.5725,12.4299,6.8705,7.3481,11.8022,14.3055,8.0867
6968.75,13.3023,2.8831,8.2299,10.2111,6.6595,10.1805,5.3161,5.0676,5.4525,4.2854,11.2794,14.272,9.3364,8.4572,5.7683,5.5507
6984.375,7.8379,7.2805,13.3633,13.2151,13.5816,2.5291,6.7643,5.4575,3.144,6.6745,8.23,9.0662,7.0578,12.4904,7.4192,15.2324
7000,18.3399,1.3093,14.8432,15.5202,16.1095,4.0587,4.675,7.041,5.8529,2.2487,1.4903,17.3566,3.0435,17.2616,8.3811,12.1984
7015.625,16.6306,7.7426,16.4378,17.0114,15.8883,3.0346,6.8356,2.2219,4.1535,6.553,5.9363,15.8042,5.4804,12.4971,1.9145,12.0799
7031.25,18.9121,1.3453,22.5355,21.3657,21.0015,5.1076,5.5957,1.5015,2.2818,2.727,6.492,18.7938,4.4901,25.4516,4.2551,21.1324
7046.875,21.6636,2.7766,17.6793,18.5317,21.3766,1.4022,4.4238,7.1464,4.3472,2.7294,1.4206,21.4714,5.5456,20.6625,1.0356,15.2453
7062.5,20.0096,4.9182,23.1715,21.9548,19.3592,4.8569,3.5313,1.1849,5.0674,1.4307,2.2908,25.4323,2.3607,25.6697,3.9441,18.4725
7078.125,23.7764,2.4636,23.5039,23.8369,22.9549,5.116,7.7848,3.9948,5.4606,4.8163,5.1185,27.8662,2.9816,20.8538,7.2996,24.3218
7093.75,23.0003,7.9956,24.3419,25.1663,27.586,1.7454,2.8343,6.7955,1.599,5.6823,14.168,19.9316,5.9971,27.2426,3.6358,17.0851
7109.375,25.3584,3.956,22.5099,22.8388,23.1608,1.9096,8.4583,3.1292,5.9704,4.2748,5.6142,29.1907,4.1996,28.3197,5.1553,23.6581
7125,25.1235,10.7715,26.6031,26.0141,22.3854,7.8415,4.5852,4.5901,5.9885,2.3978,14.6375,25.8991,8.2974,24.2755,13.9012,25.8074
7140.625,23.0707,5.2204,26.0491,24.8745,26.1127,3.3466,7.0323,3.1192,4.6562,6.5528,5.8816,23.5136,0.9283,25.9548,9.7181,15.2825
7156.25,25.7619,6.991,24.024,24.2602,23.1653,5.492,7.9875,8.8557,3.1141,6.5457,3.0365,28.1776,7.7577,26.3402,7.9649,23.6923
7171.875,23.6612,7.9733,22.0031,20.6697,24.1066,8.1815,4.12,5.6245,10.3905,6.3452,9.6186,25.2749,10.4716,27.3224,2.4728,24.394
7187.5,20.981,4.0157,25.4571,26.2919,23.0206,2.7879,11.8554,11.8911,8.9216,3.9542,4.6129,22.8625,4.9408,25.2623,12.4381,15.3106
7203.125,20.8721,8.1043,19.2603,21.3069,20.1859,9.8184,4.4413,3.5146,5.1458,11.3129,14.2396,21.3648,8.2064,20.0342,3.4976,20.4697
7218.75,21.3055,7.0193,20.9362,17.0734,22.1765,9.6343,9.5392,7.443,12.6242,5.2929,3.4499,22.2101,8.3065,20.4811,9.9526,18.8095
7234.375,18.1647,9.2927,19.8128,22.0047,17.44,5.6476,8.909,11.0225,6.4254,11.0873,10.8251,22.6846,7.3328,20.3289,5.2771,20.2009
7250,16.0258,5.4332,17.4631,16.3673,16.6858,11.2447,10.3593,8.1129,11.2964,8.465,3.8054,13.8213,9.8552,19.5256,11.8485,12.9536
7265.625,19.4225,12.2955,13.5859,18.4822,17.302,8.2574,3.837,14.2101,3.6966,6.226,11.5881,19.8831,9.5215,11.8146,10.9615,18.0289
7281.25,13.2607,6.9467,16.6813,11.5265,15.9022,8.5956,8.1755,7.5764,14.0567,10.5541,7.3138,12.0713,7.0028,18.991,6.9478,12.0752
7296.875,14.36,13.9672,13.3492,15.9872,12.3438,14.9738,19.0829,7.4331,7.0315,10.0807,15.305,14.027,13.2441,11.9718,8.0167,13.4098
7312.5,11.5458,8.2545,10.0228,12.5008,11.9246,6.7865,5.9783,14.3216,11.8518,12.9621,18.8989,13.905,12,19.4626,18.1034,13.5665
7328.125,10.9246,12.5515,19.0108,13.3076,10.0872,12.9048,12.0837,11.2728,12.2202,7.7013,10.2438,16.2843,8.4232,11.5845,6.2516,15.9089
7343.75,13.7137,11.2786,12.1081,12.7564,18.7033,12.9587,11.4051,16.7082,10.3877,14.4166,14.544,10.6725,10.7173,10.3873,12.1934,9.5626
7359.375,19.0296,13.1981,13.956,18.5471,13.9149,14.4559,12.5012,11.4552,14.5033,13.246,9.7651,15.8685,13.7329,18.1569,12.6132,18.3123
7375,14.352,12.9112,15.3699,13.628,14.3173,9.221,16.3019,10.634,11.248,9.4789,16.5605,15.4106,9.6342,16.9479,16.6612,14.8656
7390.625,18.0066,13.4028,20.0662,18.4776,20.411,14.8152,11.1295,14.4201,11.848,15.1771,10.4199,22.5804,15.6586,16.3809,13.2789,18.5063
7406.25,23.1116,11.802,19.6373,22.5819,18.1238,15.1969,11.1299,17.078,14.5764,12.8106,11.9658,17.6145,10.3886,22.9199,6.705,15.5374
7421.875,21.4067,14.8737,21.1802,20.5838,21.4884,12.5054,18.9588,10.8969,14.4697,14.6749,19.9933,23.2903,18.3485,21.8757,17.8444,20.4035
7437.5,21.2082,16.64,23.8837,20.6584,24.674,11.5419,12.3408,11.0097,14.5499,14.7399,6.2165,20.1439,9.22,26.2191,13.5431,21.7582
7453.125,26.0821,11.0683,22.4971,29.7459,23.7375,15.7877,12.6492,16.1784,12.1578,9.861,14.9946,26.5382,15.0324,25.0157,16.1857,24.2878
7468.75,29.5868,15.2106,32.9102,24.8223,29.3052,11.7817,14.4366,13.9622,13.527,15.1619,19.8577,28.752,11.8979,29.16,12.4405,23.2762
7484.375,29.2473,13.532,22.9462,30.7736,27.1581,14.6795,12.0414,11.104,14.3244,14.4314,5.469,32.1588,16.6427,25.7147,15.0352,26.6073
7500,27.2474,16.2937,34.6254,28.6843,31.9542,14.8794,16.3415,16.285,13.2699,13.9379,14.9892,30.5732,10.9435,28.8913,14.7573,25.3658
7515.625,32.5887,14.8601,29.7097,29.8306,31.3659,10.3487,14.4668,18.3739,17.8604,14.0661,17.0464,34.5358,14.609,46.3911,18.7974,30.479
7531.25,32.3739,14.5002,32.0224,34.9802,32.7317,23.4914,17.0107,11.2322,7.9578,12.4528,8.3437,29.4746,12.8598,25.4934,16.6587,27.6299
7546.875,33.8456,11.5226,32.978,32.5399,30.3031,11.2657,14.2852,15.8442,14.5722,15.4463,28.9767,37.16,16.3912,27.1339,16.9725,29.0657
7562.5,28.9102,19.2352,31.9012,35.6726,39.2242,10.4688,15.1308,9.9398,20.5376,15.0488,5.4729,30.1936,7.3659,48.834,17.7071,29.9111
7578.125,36.0378,10.7119,37.6301,33.5699,30.751,18.2517,16.3143,22.6514,13.2977,13.7797,18.4076,39.2097,20.7612,33.6847,19.038,34.0287
7593.75,41.4517,23.3394,36.3072,35.8461,35.2988,15.8144,9.984,10.3083,11.3618,18.2467,8.8477,32.121,14.0932,31.7534,5.8656,29.464
7609.375,28.7566,10.801,32.4068,34.6839,32.7211,17.0418,16.6419,14.1608,19.7273,16.0877,17.5191,36.8165,15.5632,38.6663,30.4312,31.6753
7625,36.5891,12.6978,38.0979,31.7722,33.6016,17.1528,18.1626,17.9033,13.4816,11.0059,16.5144,37.7234,18.9555,43.3526,19.5742,35.2102
7640.625,34.4395,25.6276,32.9729,37.8798,37.828,22.3294,20.1323,14.7681,15.145,17.8931,14.8156,35.3883,13.5699,21.8002,0.6781,26.3617
7656.25,29.3751,9.5598,30.5402,28.3025,30.4662,10.0807,11.2506,20.459,17.8929,16.1955,19.6739,36.2318,22.9966,39.3683,28.0226,33.433
7671.875,35.6047,24.3258,36.845,37.8624,33.6759,20.9547,16.5051,16.9846,19.8412,20.0971,4.9858,34.582,13.9759,35.7609,17.8874,32.8994
7687.5,33.6743,16.4442,27.3574,28.8867,29.1307,19.2699,23.6217,21.9333,16.8939,18.1631,29.823,31.0696,18.5602,30.1825,23.5285,25.1077
7703.125,27.748,21.8292,33.048,27.9856,31.4908,18.57,20.3265,16.3497,21.259,17.6828,17.2606,33.2621,17.9115,26.1258,16.3682,30.8904
7718.75,28.4431,16.9233,26.4373,32.472,28.8768,21.489,18.1209,22.6572,19.3678,21.8785,27.4989,24.8551,23.39,34.2376,22.9431,25.6849
7734.375,28.607,21.5576,27.7623,27.8049,27.6895,22.9681,20.1798,21.4229,22.2782,21.0363,17.5445,30.6467,19.9075,29.6797,16.7868,29.6856
