Frequency(Hz),REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav
6265.625,10.4155,39.6863,40.5205,41.9915,42.5139,23.9072,19.2378,39.9435,14.5342,19.5527,20.4533,17.7969,18.3106
6281.25,18.4097,35.4575,38.8573,39.9428,36.8088,18.6351,18.3292,41.3488,20.4003,18.2719,16.7537,17.0463,14.6532
6296.875,15.9165,40.0596,33.8203,33.4476,30.2227,21.5586,16.5785,32.1648,16.7982,17.4969,17.9501,18.6882,23.148
6312.5,17.8461,27.6647,34.6353,33.8985,33.9614,15.3357,18.081,31.5974,17.6885,16.5687,16.9431,16.1135,13.9934
6328.125,14.044,34.772,32.2939,33.4801,31.3024,19.6397,14.954,36.9304,12.9724,15.3945,15.5682,18.389,21.5344
6343.75,12.677,28.8215,30.7108,29.0708,30.6347,12.3628,15.9916,25.9618,14.5049,13.6049,15.3662,12.1394,18.0675
6359.375,14.3029,25.7195,25.4039,27.9155,21.6616,15.8647,13.4738,31.6998,15.7527,16.8047,13.1327,17.2706,19.2454
6375,13.7411,28.6093,21.7755,25.372,24.1436,13.3876,15.5745,23.856,14.7118,11.8216,18.8458,12.1096,10.3783
6390.625,13.8667,19.5331,25.2315,19.8602,33.7075,15.3107,14.2609,21.9402,14.9299,18.1604,10.9205,14.6263,11.213
6406.25,14.6041,18.2104,21.0742,23.4347,13.5228,11.9012,14.2041,19.7581,12.7315,13.1574,15.3973,16.5834,20.4067
6421.875,13.7498,17.5684,16.1962,15.1479,18.964,17.3405,11.6655,17.2711,15.8936,14.1161,15.1459,12.4264,20.0727
6437.5,19.2928,20.8489,18.2986,23.6154,17.4161,17.0765,20.4001,18.5687,18.6628,18.4018,16.0225,16.5805,10.4534
6453.125,11.2205,15.1362,19.1944,14.373,18.4606,15.1987,16.3524,15.9755,14.8027,16.1696,15.9516,18.056,14.1053
6468.75,21.29,20.8697,18.2165,15.5944,16.2175,19.1021,18.4196,21.3072,17.5849,17.0614,19.259,15.7832,18.0413
6484.375,15.2228,23.5924,17.6593,18.444,16.81,13.8772,16.2734,19.9695,20.593,20.4465,16.0935,23.4603,19.6143
6500,20.2035,21.7261,27.2887,27.9237,30.7839,22.7193,20.8186,27.6305,17.4922,18.4007,20.7422,14.9301,24.8174
6515.625,21.4664,20.4268,22.4221,25.6155,29.1323,20.7323,23.4516,20.9258,22.1942,20.5368,20.304,23.9841,18.2753
6531.25,21.6278,27.5998,26.9408,26.2971,21.595,25.4464,20.7573,30.3972,24.5954,22.5143,23.2196,22.2735,26.5445
6546.875,20.7931,32.3073,32.9982,26.9874,33.8599,13.0215,22.9563,32.3756,20.9677,23.5459,24.5373,23.3955,17.9657
6562.5,24.9866,33.2526,28.8557,39.8133,28.5686,44.247,24.9089,30.1575,24.0637,23.2505,23.4203,25.6531,30.2314
6578.125,21.7895,35.8101,35.9583,31.6081,31.8489,15.6658,24.1605,34.164,24.8604,27.3522,27.773,24.2931,20.0467
6593.75,28.0518,37.56,37.7915,36.3491,35.0483,27.8251,24.7819,35.5349,25.1153,23.1201,21.8497,25.8007,27.32
6609.375,21.184,31.0362,38.5779,35.8765,42.2782,23.9577,28.8689,41.7399,26.3211,28.7689,30.7486,25.6191,28.8709
6625,24.392,42.191,38.1649,42.5153,31.8825,27.2975,25.6193,38.9585,27.2169,24.8177,24.1826,24.5818,25.1145
6640.625,28.7691,37.9423,40.4938,39.4934,39.3897,31.1777,24.7799,42.5421,24.1768,26.2087,29.7373,31.8939,34.3652
6656.25,22.9906,42.8658,41.0341,37.901,36.0008,27.4169,28.3727,39.2065,28.0935,27.8237,23.6645,22.9527,25.48
6671.875,26.2485,37.7045,40.8693,41.3897,44.497,26.6876,26.4829,43.3229,25.4117,25.9626,28.4895,29.248,29.5524
6687.5,24.9463,44.2825,41.5402,39.9035,27.8586,22.3311,27.1145,39.2398,27.9571,24.8352,27.8543,26.6154,17.3924
6703.125,21.7377,40.5883,38.2393,44.6502,45.9721,28.0538,24.3435,43.3258,23.1911,26.5471,26.842,26.0733,29.5169
6718.75,22.9149,31.2917,37.1432,42.6938,33.5672,27.2318,25.4014,38.8318,26.6124,26.5673,24.3892,26.3582,29.9547
6734.375,26.4226,43.4194,40.4972,30.7963,35.8074,29.8448,24.3755,34.6273,20.5438,22.4749,24.461,25.8136,24.2777
6750,20.4699,31.2144,36.0341,33.3069,36.796,19.7799,24.7356,35.9425,23.7309,21.6273,25.8177,19.6239,25.9007
6765.625,21.884,39.8965,31.0763,35.8713,30.592,21.5501,24.4125,33.8017,22.6278,25.5996,19.6772,26.0707,17.664
6781.25,18.4518,29.5417,32.5085,35.6376,32.7769,22.9224,19.8136,34.5432,21.1482,19.1788,21.4683,21.0864,28.0901
6796.875,19.4434,22.3709,30.8158,26.2945,28.1889,18.5235,18.4379,28.4956,20.6298,18.5418,22.2098,19.0943,20.2691
6812.5,16.0389,27.541,23.1929,25.9605,25.6516,22.1379,20.008,24.609,17.0987,17.0601,19.368,19.3182,20.1495
6828.125,18.89,20.9758,25.684,24.9302,19.8576,15.1543,18.6118,22.1143,18.4856,19.0969,15.9115,19.9017,15.0299
6843.75,11.9681,23.3072,17.2934,17.8,22.4598,18.9131,15.9531,17.7412,15.5143,15.7733,16.8821,15.2842,13.0752
6859.375,16.8994,17.6793,16.7066,15.2176,12.8634,18.6168,13.1071,16.7348,15.4668,13.6802,13.5082,13.0665,20.3926
6875,15.7422,11.1708,12.961,8.5571,15.4579,5.7791,12.3683,12.9111,11.9421,13.3301,13.9547,14.7109,12.264
6890.625,8.7651,9.4253,10.1821,10.5138,14.7209,12.1821,12.4908,13.4927,11.4372,15.5859,10.0026,15.7462,12.3346
6906.25,14.5192,8.7139,6.609,9.7163,7.5271,10.9415,9.309,6.8566,11.0342,6.5434,11.6007,5.5651,7.6356
6921.875,9.6301,7.6962,6.0993,11.7334,2.9787,9.7514,11.5049,6.9272,10.992,9.5393,10.0165,10.4668,9.8095
6937.5,10.6437,2.6608,8.1745,2.8214,10.2928,12.8289,5.9556,8.1731,5.0819,13.0874,6.0515,5.43,6.6843
6953.125,5.3392,12.9916,7.1256,11.439,7.9635,3.7598,9.4849,7.1488,9.9404,3.1034,7.7096,5.5642,9.07
6968.75,9.4589,6.5554,8.8503,7.9781,7.5315,8.5895,3.7278,9.0262,2.4659,8.5042,8.7987,7.0507,7.0219
6984.375,7.4194,9.0724,14.9452,13.779,11.9727,4.8123,4.7962,12.9122,7.1388,5.0884,4.4085,3.7661,3.7254
7000,2.7707,18.5106,14.4269,14.9396,20.2614,6.7278,4.9108,17.693,3.3879,7.101,5.4969,4.4461,5.2772
7015.625,6.7938,16.4196,17.2574,18.5141,11.5887,3.9746,5.3961,15.4146,5.2425,3.977,4.8407,5.7672,3.5549
7031.25,2.8123,20.0166,20.832,22.8033,22.214,5.9391,3.375,22.686,2.5866,4.3038,5.5203,5.7821,3.7506
7046.875,1.9093,17.7889,18.7817,15.5547,13.8658,4.748,4.0633,18.4219,4.412,1.786,2.857,5.7446,3.3486
7062.5,8.2587,23.1308,24.4886,25.5932,27.227,3.9463,4.5329,25.1423,6.6202,5.544,7.228,3.8375,3.176
7078.125,3.1983,26.1765,23.9157,25.5802,17.7727,6.3444,3.8432,21.1447,1.8477,1.7706,3.0871,7.1092,7.2355
7093.75,3.6028,24.2162,23.9893,22.2943,21.2791,3.1521,3.4558,29.9291,3.1583,5.5182,3.9203,3.3325,3.4512
7109.375,2.0115,23.9773,27.7263,24.4561,30.179,8.5336,6.4651,23.6416,4.7777,4.4825,6.7199,3.8154,8.4811
7125,10.0143,24.3037,21.8229,25.9746,21.3383,6.5502,4.4228,24.2541,7.5135,5.2683,3.1551,7.4462,2.9858
7140.625,3.6594,28.3977,26.2532,26.2286,19.6767,8.6852,6.2821,26.0507,2.2957,5.1712,5.7605,5.0014,7.6556
7156.25,4.6268,21.0675,27.124,26.1831,26.4279,2.0992,5.8127,24.2283,5.8768,5.1108,6.298,6.4887,8.3341
7171.875,8.9024,24.6197,21.924,20.5631,22.6551,11.9268,5.7686,25.3705,4.4949,9.5188,7.7535,5.3841,8.2402
7187.5,5.2006,21.2413,22.5538,24.9555,24.6625,7.8274,10.5473,23.9271,11.6471,7.3564,10.3729,5.7957,5.1765
7203.125,9.4579,23.4146,21.9188,19.4709,19.5677,3.559,5.6971,21.7141,4.4854,8.4426,5.3951,9.1931,7.0494
7218.75,9.1889,20.7656,19.433,21.5527,14.9505,10.7997,9.1358,21.0087,9.9229,9.2624,8.2275,9.1177,9.0679
7234.375,6.2045,18.4169,20.594,20.1642,21.8731,3.2382,5.414,20.3943,3.8753,5.794,7.212,7.1273,7.8138
7250,5.0661,18.8859,15.6983,17.1968,13.6165,11.4374,9.1738,15.9547,13.8369,10.0752,9.1893,5.303,12.2299
7265.625,13.9195,16.4593,20.6035,12.4612,20.7854,10.5107,8.4203,15.7646,8.039,11.2663,8.7089,13.0695,5.9184
7281.25,10.0244,12.5564,9.6419,16.0577,12.7471,11.6022,9.7052,14.8512,11.1744,8.586,10.1956,7.8907,10.3399
7296.875,11.1076,14.5156,15.561,13.3432,12.3357,10.749,15.0349,10.8115,7.5783,10.3838,10.5102,11.7108,11.6861
7312.5,8.2856,12.9864,12.1142,14.2556,12.5505,9.5337,5.2729,14.9838,10.6465,9.712,9.0397,11.9705,10.1356
7328.125,9.281,12.5962,14.4071,15.9144,11.188,13.3617,13.1322,11.8617,11.9862,10.1262,13.3971,9.3357,11.3382
7343.75,13.3491,14.4488,14.4085,9.2201,15.439,9.3419,9.5896,13.7894,8.4101,13.9808,9.655,9.135,9.2558
7359.375,11.8985,11.1307,11.6114,13.8684,13.7227,13.1916,13.2441,13.4833,13.8111,11.2376,9.806,15.4641,16.4711
7375,13.1676,15.9646,17.6122,15.294,12.994,10.504,13.8834,15.2023,9.7602,13.1636,14.1102,10.0339,10.8947
7390.625,9.8214,20.3205,15.9192,17.9117,17.9569,12.265,9.2989,18.2489,14.5121,9.1368,9.1976,11.6121,12.0994
7406.25,11.5959,18.1069,22.8321,20.9809,19.9524,14.9283,13.2114,19.8079,11.3616,13.5362,15.3293,12.5323,13.285
7421.875,11.5232,22.19,20.7605,21.5557,19.9184,15.3003,10.8658,20.242,13.0941,12.8882,12.3694,14.1071,12.5849
7437.5,13.9745,20.8321,21.4292,21.8005,20.8856,12.7613,17.9454,24.0661,10.5768,12.7209,13.4728,13.5782,15.0264
7453.125,9.3908,25.8203,27.1111,25.115,23.5132,10.7544,7.3616,28.2235,14.4515,11.6056,10.2931,11.9473,13.4233
7468.75,10.4603,29.0142,27.6566,29.6084,27.3811,12.1722,13.2521,28.8296,14.2991,11.5731,15.3695,15.0736,10.6551
7484.375,14.3705,27.0535,26.4352,27.2793,27.9439,18.047,13.4968,27.2144,8.9993,16.8219,13.0702,10.5881,14.6624
7500,10.5795,29.1705,31.4325,29.4565,27.6857,9.1248,14.4136,29.9796,10.362,9.3582,12.6454,14.2654,13.5128
7515.625,14.6203,31.3756,33.6043,33.0053,26.713,19.7475,21.2917,30.4631,22.7045,17.4786,14.0563,12.674,16.4576
7531.25,9.3463,33.0235,28.2179,29.3841,34.3842,11.3394,5.2012,37.6378,8.8753,8.8665,16.958,16.2635,12.6098
7546.875,14.0097,36.9519,38.8698,37.9102,30.5811,13.8007,14.8498,31.6456,18.8933,14.3245,13.0979,11.998,12.1327
7562.5,14.779,27.9994,34.2163,28.989,35.1591,18.2893,14.2152,32.5085,14.5446,17.404,12.7522,17.0625,16.7868
7578.125,11.7361,37.6212,31.0799,38.8523,30.1067,10.5864,18.3159,38.666,12.9399,13.7989,16.5712,16.7908,11.7715
7593.75,10.4547,30.9924,38.4113,30.1635,31.0228,19.4753,11.1751,31.8264,12.4367,15.809,15.5818,9.9107,18.5782
7609.375,14.9385,37.4637,35.7783,39.8942,32.206,14.0563,19.2172,39.1745,20.3122,11.9436,14.2581,18.6576,12.4594
7625,15.6207,31.6694,33.2218,33.1917,35.5491,15.9615,17.5052,34.4709,15.9397,17.5682,19.3948,17.3032,17.0355
7640.625,9.46,36.3128,35.6341,36.5816,36.1962,15.4799,6.8306,33.6931,9.6721,14.1833,13.7588,15.567,14.9118
7656.25,22.1765,34.4551,31.7649,32.7016,26.4342,20.2993,28.1958,34.9109,21.4202,20.2573,20.325,18.0821,19.2626
7671.875,9.2808,28.8487,34.6275,34.2433,34.2661,19.3191,15.633,29.7357,15.3425,17.9556,16.3946,16.8352,20.4717
7687.5,24.7837,34.3318,28.3577,28.3895,30.612,18.5947,18.6925,35.49,20.9622,17.0859,18.5799,19.407,16.3636
7703.125,15.7747,29.5292,32.9016,33.2402,30.7208,22.3119,20.7307,28.8954,17.8293,19.0685,21.0363,21.6003,20.6383
7718.75,20.6404,30.663,28.403,27.8472,27.1795,17.5673,19.7751,31.3982,21.2906,22.4173,19.4506,18.9629,21.3856
7734.375,19.2491,27.5656,28.9041,30.5302,26.3502,23.8868,20.5319,26.8082,18.3077,20.7239,20.9883,22.1784,20.7422
7750,22.8338,24.7461,24.5911,23.2923,28.4416,20.7214,24.5104,26.4444,23.496,20.8539,22.9148,23.2975,20.7134
7765.625,21.4101,25.9087,25.1931,26.5748,25.3294,21.7253,19.6412,24.7274,21.4696,22.4205,22.4115,20.9659,24.0972
7781.25,24.639,24.2311,23.6071,23.0982,20.4625,24.3188,25.1148,24.3066,24.8778,26.1253,23.843,24.4161,23.1021
7796.875,23.3752,21.0168,21.9336,23.2398,23.5507,24.6507,25.4698,21.3512,23.3543,23.8764,23.7664,23.8304,25.3915
7812.5,27.6885,19.6774,19.2879,17.8893,20.5326,24.7693,24.3221,20.5437,26.3381,23.801,24.7396,25.0943,23.8516
7828.125,26.6175,19.3545,18.7843,19.2878,19.6287,28.5053,25.8391,17.3627,25.7464,26.7864,26.4125,27.2965,26.0696
7843.75,27.0328,18.4377,17.5418,17.6153,16.3392,23.2151,26.4055,17.2058,27.3697,26.2664,26.6118,24.3791,27.285
7859.375,27.6435,14.9883,15.5748,16.3779,16.7061,26.5696,26.6847,15.3693,26.2969,27.1364,25.4805,27.418,25.0732
7875,28.9356,13.1676,14.0764,13.1953,15.8313,29.6186,27.9031,13.1907,28.6562,27.0097,27.7103,27.924,27.6253
7890.625,30.9651,14.1637,12.0243,12.2059,13.8439,26.2576,26.9989,12.9544,29.4733,27.7877,28.6304,26.4852,30.2024
7906.25,28.4921,11.9854,12.4254,13.501,13.3355,27.9903,29.0454,11.0696,28.0026,30.4778,26.9593,28.523,25.7971
7921.875,32.7972,10.3319,10.0971,10.1081,11.2866,30.32,29.9208,10.8666,28.9893,29.338,28.0744,27.5023,28.6004
7937.5,28.498,9.3942,9.1801,9.7451,12.3345,25.648,26.5549,9.0831,30.326,26.5956,29.7204,29.4832,28.9793
7953.125,33.6808,9.6656,8.385,7.2673,9.5706,31.9082,29.3806,8.2117,29.9752,30.6374,28.8372,29.1924,29.2309
7968.75,30.2434,8.5898,9.3042,10.9678,10.1306,26.9246,30.2153,7.0882,29.1401,30.3418,28.1795,28.2958,27.9383
7984.375,32.5834,9.0286,7.2813,6.0373,11.2936,27.8092,29.8678,8.5465,31.4289,29.5741,29.8613,29.2315,29.5752
