Frequency(Hz),REC0.wav,REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav
4828.125,51.2703,49.5932,45.7256,47.931,48.9808,36.3115,42.3332,45.5355,48.733,51.4602,45.5867,46.7617,48.3237,47.2297,37.7925,50.7377,43.4871
4843.75,42.8003,43.6502,48.0995,48.6791,46.5991,44.5205,51.165,47.2333,50.8292,42.0007,46.5022,47.6601,46.9312,46.7967,53.7199,42.9989,47.7856
4859.375,51.3231,52.5862,46.7141,52.0808,46.0342,49.3383,41.1217,50.5016,38.2985,51.7974,45.4231,45.0172,46.4818,43.371,47.6915,50.6631,48.5701
4875,43.2722,38.1917,50.0603,46.4928,47.721,40.4638,50.1674,52.108,50.9073,48.7155,44.2901,42.2638,48.222,50.5812,48.9853,46.6645,43.6099
4890.625,46.4673,47.5326,45.2821,43.3001,47.605,48.1746,41.2247,43.241,37.3227,46.0536,44.971,44.3087,46.9819,43.3709,42.8955,45.2568,42.7013
4906.25,41.9558,45.4044,51.1018,56.1256,42.632,42.0224,46.6636,49.9566,39.1306,45.4994,35.9366,42.5795,45.8186,46.5918,47.8693,47.012,42.5088
4921.875,43.8674,34.2397,38.9934,32.5414,44.8779,36.6882,38.6139,50.3414,53.271,45.4948,47.8502,43.3968,44.4486,43.8378,44.2517,44.0293,41.5332
4937.5,37.545,47.4551,50.5219,53.2472,41.2713,42.3646,42.0005,32.2648,31.1343,44.7976,35.1502,38.2558,44.8574,42.5225,40.5579,41.3829,36.2301
4953.125,47.2634,33.8391,37.0315,29.7943,41.514,34.5147,40.3164,49.453,37.1475,36.668,33.8106,36.292,39.571,39.244,44.7573,46.2619,39.2464
4968.75,32.7254,32.7498,39.4584,46.4378,37.0671,34.9768,32.3645,32.8256,37.3833,44.6965,35.3365,37.1224,39.0508,38.3459,37.5406,34.6318,38.7079
4984.375,36.2142,35.9683,40.5815,26.5248,38.777,31.655,33.3628,37.926,31.1115,32.399,35.4216,31.6357,36.6915,34.8852,34.9221,36.0535,27.2135
5000,33.8337,27.225,32.8075,41.9301,30.5135,33.3674,28.9604,37.7664,30.1971,35.1682,29.3981,26.564,31.5792,31.4119,33.9008,33.4739,29.5457
5015.625,30.5211,28.5855,26.0876,32.4458,31.9765,20.5535,26.141,27.9657,27.3299,35.352,23.0619,32.5635,35.6777,33.7748,32.1763,28.6727,32.6378
5031.25,25.3721,20.9528,32.6396,27.0863,27.85,25.3538,28.9968,34.2546,23.4343,20.7731,29.0856,23.7453,27.2406,27.9046,28.4628,31.9297,22.1526
5046.875,24.5605,30.9257,24.3439,17.9572,24.3658,22.6802,21.0377,23.9991,22.5239,33.0491,19.3975,21.8355,19.9649,23.5413,23.4925,26.7087,21.8403
5062.5,19.0899,18.8415,24.1716,23.8986,21.518,21.1881,16.5833,17.7534,26.4144,18.5593,19.2362,18.4414,26.1256,21.7562,24.1579,19.125,21.7585
5078.125,21.2389,19.6894,20.5217,22.4359,19.0244,17.1259,19.4849,24.2481,13.8033,17.4791,18.3215,21.1342,16.2049,22.7016,19.5781,23.6791,16.3505
5093.75,16.0781,11.7008,11.5022,13.9221,18.6409,18.3312,20.1077,15.5753,14.3677,20.1329,12.65,11.9178,21.2143,11.697,11.9513,12.9782,12.0537
5109.375,13.4545,14.0371,16.4496,13.7934,9.9432,9.8395,10.4562,8.6021,17.4545,10.1355,13.9131,14.5742,10.3885,14.7662,11.9215,12.11,17.3327
5125,7.5199,12.8993,13.9606,13.6365,9.6451,14.1401,15.7641,12.6376,12.7068,5.3112,13.7681,12.1907,10.3288,10.7669,11.2493,7.8246,12.143
5140.625,15.2012,15.0418,8.4981,4.6611,6.5044,13.5706,11.26,1.5342,10.3357,13.5475,12.5542,15.5115,9.4351,5.2341,8.8953,8.4665,13.5094
5156.25,7.6913,8.8447,7.6769,7.8045,5.025,10.5922,6.4043,12.7321,13.9873,4.7065,10.4605,7.8137,2.5728,5.3687,2.908,7.1024,5.791
5171.875,4.1825,10.4932,7.3633,6.1032,2.5407,9.2914,14.6249,12.3108,15.7523,3.0194,12.7983,12.9481,2.9607,4.0111,7.7458,4.6422,14.0488
5187.5,4.3848,15.6057,4.9884,6.7152,7.108,10.8627,12.5645,0.4855,11.6748,5.7495,10.9045,10.8679,4.8954,1.4024,9.0465,5.4935,12.1079
5203.125,9.6286,11.3023,9.5956,1.9966,5.4058,16.1548,13.6748,9.5711,12.727,4.4784,16.3787,10.5162,9.5373,9.7044,4.7754,12.4262,13.3967
5218.75,10.635,13.0416,4.6003,11.2144,7.4631,13.7597,16.3513,9.9375,16.9501,15.8285,12.0565,17.1697,10.8441,8.3496,11.1778,7.5488,13.4908
5234.375,4.8485,15.3703,16.1236,8.1884,10.6762,14.0777,15.2902,9.6379,19.195,1.9732,15.5697,15.3951,11.2872,6.6844,9.0821,8.0472,16.2524
5250,15.729,15.0031,13.2054,16.563,13.4867,14.3139,13.3391,15.2194,12.9234,20.2469,15.0882,16.738,8.1081,17.239,15.2142,17.876,14.6355
5265.625,12.3514,15.6211,16.0304,11.6267,13.8759,16.1772,16.2252,10.4079,17.3358,9.5287,15.0604,11.6853,15.2082,11.7078,15.5154,13.8749,18.4484
5281.25,15.428,23.7311,18.345,14.8827,11.7312,13.3106,19.7063,23.9981,13.678,16.7937,19.399,25.3637,14.6647,13.0062,12.518,14.0332,13.8005
5296.875,13.9381,15.3245,17.4513,16.2302,17.9265,21.6278,11.9753,12.5098,21.9825,17.9406,18.5182,9.6556,17.6028,14.9332,12.1673,13.4103,20.5699
5312.5,16.9521,19.2973,15.101,16.3927,14.3518,16.5936,23.038,13.8268,23.3803,15.9935,14.442,19.8751,19.9075,18.6185,22.0873,22.5883,16.5022
5328.125,18.674,13.0841,14.9806,22.5819,16.1456,17.0008,17.3862,20.9598,15.8152,19.36,20.2154,16.4994,11.1129,14.0884,13.8215,13.5389,18.6937
5343.75,15.5042,21.8048,21.9207,10.073,15.4805,14.5503,18.9808,12.7331,18.4758,17.7951,18.9325,18.3752,19.6662,13.8286,15.6293,19.4169,14.3157
5359.375,12.7814,12.8923,16.7413,20.4208,13.9305,20.8381,13.2601,20.6036,12.4607,12.9875,12.8177,22.9312,16.3403,16.5916,18.7731,10.6269,15.3117
5375,14.8568,21.5318,14.1714,15.2626,16.8045,15.025,15.4169,15.5945,20.9002,16.7263,16.4696,10.954,13.9919,12.9399,14.3774,16.9968,19.6045
5390.625,13.556,12.054,14.4765,10.5359,12.419,16.3317,19.4194,12.0121,14.3288,15.1328,17.9156,19.3215,16.8019,14.0269,13.5281,14.6053,15.3874
5406.25,9.4132,17.8938,12.8153,19.326,13.4711,16.5336,14.6677,14.8906,12.9275,10.0752,13.5898,15.0941,8.6043,12.1357,10.7377,13.3246,13.0975
5421.875,8.8128,17.2623,11.327,9.9555,6.9729,13.4057,11.8897,12.5925,16.3154,14.3286,18.0591,14.8953,10.3335,11.6759,10.5783,6.6219,11.9841
5437.5,10.461,13.03,10.8223,20.6071,10.0399,16.0191,14.1191,7.4293,9.4608,8.6285,12.8121,10.7898,8.3103,6.6255,7.9085,15.4354,17.8546
5453.125,3.0737,13.2134,3.192,5.0897,5.47,8.2415,13.3964,6.2306,16.524,7.498,13.9028,13.3739,7.6037,5.5839,6.6027,5.429,10.647
5468.75,7.9516,13.2641,8.8482,10.9049,3.4782,16.8619,12.5838,4.6661,12.2998,1.8791,12.5922,15.0492,3.962,4.1951,5.1491,3.3396,11.7458
5484.375,2.8539,11.2129,1.3553,11.0792,4.4691,10.0762,11.9788,4.908,8.1048,4.1329,11.9535,10.8193,5.9383,1.806,7.1309,5.4208,10.5093
5500,4.749,12.0666,4.0738,6.3431,4.8778,12.9761,13.3903,7.8611,13.7199,2.9074,15.3303,13.5188,4.7548,3.1614,13.5359,5.2626,12.5067
5515.625,8.16,12.3246,11.5641,11.4174,7.0748,13.5938,9.4744,6.2539,16.1721,9.3138,7.75,8.944,8.1457,3.1525,10.9392,9.1155,16.2417
5531.25,4.8989,10.5134,14.541,10.0424,8.739,14.276,18.2414,9.7444,9.2565,11.2568,15.2566,14.9514,10.0525,16.5655,11.7235,13.3295,11.2446
5546.875,11.9501,10.8633,5.8296,7.5215,12.7254,8.0882,11.0765,19.6343,13.4868,13.2628,10.9819,10.3538,13.2658,9.6394,7.6879,7.9211,13.8368
5562.5,17.837,17.5317,22.7046,24.8808,16.9963,19.3686,15.1568,16.9414,18.0072,14.7126,12.6206,16.5544,17.5055,15.3752,18.4485,15.7202,14.811
5578.125,22.1194,16.5624,10.0352,10.0938,17.743,15.4163,16.1574,16.7941,11.6369,21.0149,22.0993,16.6653,16.1408,19.7661,17.082,23.6522,14.2095
5593.75,22.1985,13.2589,28.4344,36.1017,22.0035,15.975,15.8755,21.3332,20.9065,21.9518,14.8018,14.2816,25.7337,20.4518,23.7896,18.1086,15.3443
5609.375,20.5694,22.7731,30.0229,11.7512,26.5898,16.7683,17.7791,28.4974,16.1517,28.2742,14.1499,17.4903,27.4083,25.9452,25.8393,30.0048,17.1799
5625,30.0911,17.8501,26.2995,34.242,29.3069,19.9496,18.7738,26.6459,19.4035,26.3838,22.0848,15.9659,28.1955,31.2035,29.4719,26.4849,20.7102
5640.625,31.0342,20.2167,32.0543,26.3652,28.8188,17.2014,21.5035,32.1343,18.2523,31.975,18.3363,26.0195,33.152,32.9237,29.3063,30.4989,23.3434
5656.25,34.9542,18.6159,33.4746,40.8317,33.9183,19.8103,20.482,34.9657,25.6918,29.6199,18.1129,16.8567,33.0771,28.7058,34.6762,34.0425,18.5322
5671.875,31.3738,20.4355,32.6202,35.6382,34.0094,24.6597,23.87,38.5841,16.1974,43.4672,27.1081,24.7774,37.466,36.5548,37.6327,37.783,19.1605
5687.5,36.9708,25.6323,43.432,35.5509,38.2673,20.9514,20.1369,34.9895,21.4875,34.7813,14.1276,18.9395,38.4414,37.9771,33.3537,33.131,26.2972
5703.125,42.3215,22.7961,34.2001,40.1981,38.6324,21.9489,22.1794,40.5559,19.8213,42.2093,28.9659,26.4169,37.452,41.439,43.6585,41.0387,20.2655
5718.75,39.6221,19.5368,47.224,37.4357,40.8214,23.2404,27.5166,43.1599,29.0653,39.431,18.9619,16.7263,40.745,37.6175,38.4038,43.5726,20.3125
5734.375,35.272,26.2587,39.8873,46.5643,40.7048,20.3403,19.4514,39.2894,13.8806,42.1374,21.7442,24.6967,40.688,40.1641,45.3818,41.8998,27.0814
5750,48.5219,21.1366,43.3768,39.1172,41.5102,25.4168,26.6346,43.8223,26.0794,42.6721,21.0184,28.6916,40.2016,39.7127,33.9399,36.0582,22.7268
5765.625,40.4604,25.9735,45.5361,47.8911,39.5769,16.053,17.9246,42.4627,20.0899,40.6524,25.8402,14.4231,47.2402,44.886,47.0613,47.5567,22.6137
5781.25,37.5684,21.1771,39.8347,41.7428,42.6399,26.6963,29.3458,40.4031,25.1968,45.1457,20.0044,20.9034,38.5116,41.2242,44.0117,41.5379,21.2306
5796.875,40.6124,26.2288,46.7899,35.0018,40.6832,17.1115,19.1694,43.7615,20.1804,36.2148,16.2945,27.8817,45.7819,39.2608,33.9537,36.686,19.1518
5812.5,38.6397,16.1334,38.4621,47.2605,42.0968,13.669,22.4701,36.8621,21.0835,46.6379,24.1209,15.0103,36.2902,36.9048,42.2745,44.6628,21.0866
5828.125,38.7509,17.2997,39.8645,32.9808,35.8927,26.4867,20.4068,45.4576,17.0859,35.6108,18.2051,20.5906,37.7932,40.2656,39.3958,39.118,20.6319
5843.75,38.6824,20.5359,36.5541,40.8245,38.7624,14.9949,18.4692,31.807,21.8817,38.9648,17.9897,19.0463,35.9721,35.2584,33.7464,36.3202,14.6653
5859.375,31.1687,16.3044,25.8376,31.705,32.1436,17.6553,15.6312,29.6341,12.4471,36.1511,14.0647,15.492,32.2416,33.7969,38.6477,32.3053,18.3463
5875,31.8164,15.8568,41.4293,37.0695,30.2965,15.0828,15.6271,37.5105,15.6248,25.8138,14.9142,16.3474,34.5597,32.5086,27.6068,33.4681,18.9111
5890.625,30.7993,14.555,27.353,21.6918,27.7856,14.3448,16.0503,30.885,14.9573,34.6866,17.0093,15.3383,24.85,27.4634,33.7422,27.2129,11.4506
5906.25,20.1519,11.7526,21.1183,31.8733,24.9217,11.5687,13.7581,23.3469,15.0802,17.0111,9.6138,13.7504,24.4485,22.997,21.0507,25.283,11.9059
5921.875,23.474,12.7156,32.8939,14.89,24.023,8.1687,12.8795,21.7956,7.1306,27.7721,10.7693,8.5312,27.3182,23.8732,23.6955,23.8937,14.3167
5937.5,18.4694,10.4308,12.6093,21.7281,15.4454,12.4637,9.3913,16.7414,8.1276,16.5454,6.9326,6.5449,13.904,16.4142,16.2963,14.1514,6.538
5953.125,12.5314,8.4484,15.1344,12.5954,15.6054,3.312,7.905,13.4621,12.4787,12.9811,8.6952,13.9795,14.3077,16.0898,10.7907,11.7187,6.2053
5968.75,12.6101,5.2948,7.9357,15.2728,8.9152,8.3388,10.2965,8.5254,0.6826,12.4993,5.4491,6.3983,12.9185,7.3802,12.9695,18.1279,5.6508
5984.375,6.005,5.6652,14.5729,6.9248,6.1143,7.1939,1.9178,14.9162,11.7385,6.2151,3.6434,6.4622,6.1298,11.3501,10.3997,5.7032,6.3306
6000,8.4472,6.8171,3.8217,6.398,8.5379,5.5443,1.9848,3.4431,1.1844,11.9162,8.4062,1.4179,7.5357,8.998,5.0455,7.7711,7.1083
6015.625,8.7896,7.5068,13.4506,9.4603,8.0729,8.0577,6.5832,12.6954,7.4817,7.3447,4.5392,8.4471,11.9415,6.9049,12.2589,11.0599,4.818
6031.25,10.4025,3.3742,15.5806,7.077,8.8822,6.9992,7.214,14.2928,8.6951,19.7014,6.5582,9.2586,8.8291,10.2468,8.9408,10.4108,5.8778
6046.875,17.2354,11.7241,14.6376,20.6314,15.12,5.8817,10.4033,9.5492,9.4132,7.1811,9.1291,7.9394,16.0097,18.8916,16.0715,13.866,11.0912
6062.5,11.9191,11.6287,24.5398,20.5997,17.8617,14.0889,11.6644,22.9178,10.7208,23.1782,10.447,9.895,15.7756,13.775,18.6363,17.9234,12.6757
6078.125,25.9315,14.113,15.99,16.7967,22.3223,12.5076,11.9101,25.2907,9.9136,24.2556,12.6678,11.3419,21.2473,22.146,21.5978,23.5803,10.5181
6093.75,25.5757,16.3635,26.0586,26.6383,25.6607,9.438,12.3139,19.3365,16.4565,27.9629,12.5754,17.1795,27.6042,23.8038,23.8057,24.4417,12.8191
6109.375,24.8174,11.088,33.8081,29.378,25.3927,15.8924,18.798,36.1958,17.3181,33.4431,13.9756,10.1451,25.7381,29.1856,29.482,27.6552,19.2695
6125,29.9486,16.5745,21.1569,29.8841,32.0091,19.7788,19.079,32.1529,8.7969,24.2013,16.433,17.1878,35.2278,26.1178,30.1824,32.1043,11.2124
6140.625,36.7351,19.0624,44.3135,33.3351,30.7812,11.2745,14.8228,30.8073,20.2583,38.2646,17.9421,20.1329,33.0798,37.4046,32.1432,34.8277,18.1965
6156.25,36.2893,18.7371,36.3904,40.7426,38.5301,20.6901,20.2231,32.557,15.0111,37.0017,17.9694,19.2967,32.8712,33.9166,37.2164,33.1766,19.2775
6171.875,26.8589,17.054,40.2335,32.7563,35.3106,16.0481,21.2025,42.4718,22.1411,35.7614,18.1003,15.6336,39.3639,39.8057,34.5491,41.9565,19.3131
6187.5,44.0716,23.7353,40.2292,38.0207,38.3081,22.5563,14.7357,39.8543,15.7452,41.8699,19.9955,21.9691,40.6746,34.6824,40.6927,35.565,16.383
6203.125,43.0192,17.2841,40.3414,46.248,39.09,14.3654,21.4004,36.3628,21.3124,40.2691,20.5303,17.5272,40.7397,42.2799,40.245,42.885,18.6395
6218.75,33.7686,21.3166,44.806,33.9878,41.3597,17.8178,18.3831,37.4292,17.909,39.7068,14.8978,21.4095,36.0126,37.0771,40.8458,37.6822,24.3826
6234.375,38.6029,19.8896,34.6676,37.194,40.3547,19.7947,23.5569,42.7737,18.817,42.8252,19.4875,17.7168,42.968,39.7502,39.9462,40.77,15.9527
6250,43.0144,18.8181,44.7526,45.3867,36.0266,21.4219,18.4514,40.9314,19.2623,40.0525,19.2259,16.4296,39.831,41.1093,37.8783,41.4755,18.765
6265.625,39.5875,18.7312,39.6488,43.5915,39.7616,14.1078,17.4338,39.279,19.2617,36.0709,17.525,22.1428,36.177,37.6303,40.1129,38.1113,19.2187
6281.25,30.6209,16.9222,33.133,29.76,38.3194,20.8505,20.8461,38.0993,18.1716,39.3828,18.3945,15.2738,40.2802,37.2035,37.0299,36.4265,18.0399
6296.875,38.934,19.4305,46.0819,43.5407,34.993,12.5745,16.8543,40.1585,16.5764,36.9197,14.936,19.7365,37.1516,35.4524,39.3282,35.4372,16.4352
6312.5,33.7556,15.552,29.1757,28.3098,34.0393,14.9973,14.9385,33.5208,16.1138,37.2845,18.8094,11.7638,32.202,33.421,33.7915,35.4989,17.1166
6328.125,32.5824,18.6244,35.9676,37.7724,29.9188,19.5905,22.2873,31.9893,16.436,25.887,13.0416,21.0184,35.2796,32.7327,31.6403,31.3238,16.8147
6343.75,27.4973,12.4413,32.1554,29.0884,30.8394,13.6395,12.0732,33.1571,12.7994,36.9846,18.1898,16.0117,25.5808,27.3991,30.9155,28.2583,12.8048
6359.375,28.9934,16.3087,21.5931,25.795,28.0103,15.9029,13.8025,23.3717,15.3634,26.7418,13.9443,6.9646,27.8458,28.9055,25.9997,29.3605,16.4909
6375,22.9347,15.973,28.488,23.1498,24.4552,9.2811,13.7563,26.1669,13.0433,22.5296,12.9373,21.4213,23.6038,23.9537,23.2638,21.6169,13.8376
6390.625,22.2216,8.2113,23.5515,24.6681,19.9224,16.255,16.9369,20.2151,18.2256,21.3585,15.3404,12.2037,24.9357,21.8037,23.0733,24.6379,11.6189
6406.25,20.6933,20.5748,18.0783,16.5037,20.3899,16.4924,11.5484,18.5806,9.269,20.5163,14.0306,14.5621,18.0593,20.9465,20.2319,18.9226,17.1242
6421.875,18.9622,11.7966,20.6172,23.7816,17.7623,12.8524,14.6289,18.036,16.7834,18.3482,14.4278,11.6827,18.3567,16.9021,19.6577,19.7804,15.6456
6437.5,13.8374,16.8547,14.9131,12.1556,18.3491,17.6033,17.3158,21.0446,13.6126,15.9398,14.4225,20.6544,19.7846,15.738,13.5373,17.2057,13.6395
6453.125,18.6449,15.2844,21.0907,20.6348,16.4734,16.4917,16.0379,16.5385,16.3779,16.8617,14.1397,15.4492,15.6871,18.3358,19.3573,15.971,20.0414
6468.75,19.6346,19.1024,14.6906,15.6645,19.46,16.3095,17.5191,20.9888,17.8487,20.0145,20.7806,16.4886,16.6729,17.138,18.1676,21.1023,14.9717
6484.375,19.8819,16.1775,19.5693,22.4746,19.4355,18.6323,20.6611,20.4016,18.4427,21.0935,18.679,19.1457,23.2209,20.1388,20.6036,19.1163,14.2439
6500,18.0946,20.3073,25.4275,19.9024,25.1628,18.283,17.1962,22.9601,19.8563,20.7348,17.5734,20.4413,22.1538,24.2841,24.4185,24.2717,22.9651
6515.625,26.2557,21.3713,24.0217,27.7369,24.5231,21.717,21.4999,25.5178,22.6697,26.9127,21.4484,21.4926,25.2445,22.6671,26.0628,25.2706,21.973
6531.25,27.561,21.7223,28.5237,27.0243,25.9405,24.1794,23.6494,27.0058,19.6067,26.3212,22.645,22.0294,27.1571,29.0542,25.0494,26.0643,19.4912
6546.875,32.738,26.2109,31.0238,31.8986,29.7315,20.5583,22.0096,30.2031,24.6194,31.3616,21.7201,20.8282,28.7016,26.9943,30.5319,29.7344,24.9175
6562.5,28.1219,22.5865,31.2191,30.7096,31.2176,24.1697,25.9717,32.865,20.8778,32.4676,24.2507,29.1967,35.2482,33.9839,31.1861,34.7885,24.5054
6578.125,35.4867,24.5309,36.7706,37.7177,36.2173,25.1077,25.6791,34.9763,28.4474,35.7325,26.2306,20.0981,33.9214,35.6447,36.3394,31.655,24.6469
6593.75,33.7699,26.1039,36.1982,32.1702,36.7721,22.6581,24.7491,40.8647,24.377,37.6005,24.308,29.6407,34.829,34.5914,33.5828,40.5325,27.4669
6609.375,39.6017,28.8357,39.3517,43.6113,37.5791,29.5653,28.9617,37.5685,24.5982,37.8645,26.9458,22.6107,37.9717,35.3774,41.5175,36.5844,25.4585
6625,37.1092,27.6087,41.1482,37.5398,40.3344,22.9109,24.6749,38.8565,27.2983,40.8965,23.8741,28.2434,40.9078,40.7632,38.9832,40.5526,24.1019
6640.625,40.6595,27.6334,42.2519,38.3094,38.8518,28.5107,29.4868,41.9735,25.5442,41.6556,26.4687,26.5851,39.2844,40.8282,40.3254,40.1009,28.8517
6656.25,41.3345,25.3624,43.0253,44.0927,40.5483,25.9622,27.4084,44.2516,28.8093,41.6093,28.3839,26.862,44.279,39.7834,38.1649,41.3867,28.546
6671.875,39.4548,29,41.0264,42.5165,40.1437,26.2595,26.7138,39.9583,25.4739,41.6851,26.3441,28.0369,35.5764,41.0053,46.5405,41.4993,24.3361
6687.5,38.4005,27.6364,40.7871,35.1381,40.6721,28.6089,27.643,41.1604,28.3179,41.5279,26.5464,26.0818,45.1448,40.4345,37.9743,40.3943,29.5996
6703.125,42.842,26.1496,42.1175,45.1486,39.5851,21.1226,28.0646,43.3937,25.8814,40.8026,24.5089,25.4467,42.0111,40.2031,40.8316,40.4584,25.168
6718.75,37.1359,24.2292,41.8313,36.2778,40.5519,28.3687,24.5782,40.4605,23.235,41.7844,24.8899,25.0063,38.8601,36.8596,39.6725,39.4349,25.2679
6734.375,39.4483,25.6437,37.2774,38.6274,36.4119,24.3344,28.6798,35.7253,24.6333,33.4463,26.6859,25.3129,35.3265,37.0429,35.9601,37.3454,24.2431
6750,32.6105,26.6436,34.0719,37.7343,35.0209,19.9911,22.8961,37.1878,25.644,40.2045,24.2832,25.264,36.7927,38.6331,34.4312,35.5607,22.9552
6765.625,34.2662,21.7619,37.9231,32.2362,34.1243,27.3874,24.8595,32.1193,22.3477,35.4432,21.5575,19.5891,33.9857,30.46,36.452,35.7682,25.9605
6781.25,31.6393,22.5125,31.8279,32.6795,31.7639,16.415,21.569,31.8156,20.3349,28.8591,21.8424,21.9563,31.476,35.1671,31.6333,28.8002,18.6339
6796.875,29.5434,20.3997,30.9168,27.5195,27.1827,23.9398,20.2021,32.6404,20.6037,34.0813,17.8325,20.8706,27.9365,26.5296,28.1231,32.2825,23.3171
6812.5,22.7931,18.4941,24.4874,25.1338,26.6648,15.1445,19.014,24.8194,17.9749,22.0044,20.3772,20.2551,26.4404,26.2958,26.2234,23.2281,18.7947
6828.125,23.752,16.9647,21.8314,23.2149,23.108,20.5961,18.8958,21.529,21.1465,25.9241,18.7764,14.914,25.9363,22.7469,23.098,25.7584,14.2074
6843.75,20.9709,15.0909,26.3117,20.2657,18.7321,16.6731,19.1177,24.9607,12.7927,22.0929,13.7305,19.0114,15.639,21.866,19.5636,19.2222,17.2246
6859.375,16.0126,19.0441,14.3037,18.1449,17.7805,11.4313,12.9854,14.8903,15.9383,15.1725,15.1041,11.9052,19.4358,14.5074,18.0784,14.5337,17.9437
6875,14.3722,10.6234,11.9321,11.5871,12.0374,16.6905,13.1635,11.7313,13.0733,9.1769,16.55,14.8892,11.0478,11.4127,12.4728,13.973,12.1914
6890.625,9.1052,11.9263,12.043,9.8297,10.3496,10.3063,13.071,11.1587,13.2102,18.9781,10.7817,13.4355,12.2422,12.4084,10.6063,9.3513,10.3838
6906.25,9.2377,11.713,5.9479,11.3616,7.1718,14.863,9.2726,9.0628,6.9254,4.5264,9.1057,10.4702,7.2799,9.1796,7.4233,10.5111,11.1045
6921.875,5.1631,7.359,10.4492,2.9794,6.222,8.6908,7.6437,7.6092,11.8419,2.8349,10.7297,6.5722,7.8089,4.5253,6.953,3.7439,10.0856
6937.5,9.2331,10.7841,9.4086,10.7158,6.8247,6.9701,8.085,4.974,8.0001,9.9846,6.8387,7.9563,6.3132,6.9365,2.7715,7.8004,5.9812
6953.125,8.0305,3.5874,6.0079,5.7236,7.107,12.0225,6.3163,11.4292,6.4679,5.5779,7.0202,9.0294,5.6017,5.6049,11.0017,7.0835,6.0196
6968.75,15.0204,5.0649,12.8738,9.5686,10.7179,3.3878,6.0036,8.4036,2.8839,13.0663,5.5158,3.3922,10.5833,10.6574,11.9746,10.0516,6.2645
6984.375,10.9758,10.0756,15.1155,15.8847,13.8207,9.8622,4.3646,14.9892,9.2976,10.8223,6.588,8.1133,13.8469,14.2184,12.3599,11.7786,7.5763
7000,12.5863,4.3026,17.7233,10.5031,12.717,1.069,0.936,12.3313,2.2216,15.1737,3.2488,0.5089,13.7634,14.4738,16.7182,15.6859,2.3321
7015.625,20.7121,5.7172,23.1297,20.7775,16.8901,8.3548,4.698,15.9112,4.6059,19.179,3.4566,2.5935,18.0043,16.8662,18.7003,18.9416,0.9998
7031.25,17.1115,5.1538,16.3284,21.2088,20.0335,3.2466,2.7357,26.0627,3.8912,22.795,4.0593,5.5692,21.3633,20.133,17.9904,20.7076,6.7435
7046.875,19.5074,3.271,25.7799,15.6902,19.9865,7.9872,4.801,22.1108,2.6245,21.0836,2.9545,0.8975,20.0648,16.7341,22.0548,18.817,0.5686
7062.5,21.6798,3.6923,19.9846,27.2346,23.4805,5.1156,4.0636,18.6669,3.6151,25.5459,3.2056,6.0328,24.1987,25.6416,21.4602,24.3437,4.9153
7078.125,24.4318,3.7954,26.475,22.8727,22.4174,8.792,4.7731,22.4098,3.3657,22.2366,6.0404,3.1453,23.6808,23.8154,25.7543,22.2378,0.9767
7093.75,25.7213,2.6859,24.4596,22.9607,24.6317,2.0217,5.9187,30.6555,6.1864,20.6807,3.6614,6.1398,24.7225,21.4292,24.4647,26.5038,6.2365
7109.375,21.7895,5.1656,24.5462,28.2262,23.8878,6.2252,3.5697,28.6054,6.871,35.5267,4.3631,4.3993,23.5167,27.0336,25.7545,24.3498,4.7906
7125,24.3833,5.1097,26.7654,24.5373,26.5491,8.9128,4.2589,25.39,2.055,17.6225,4.6672,2.7917,27.6678,25.8616,22.3352,25.0647,2.4492
7140.625,27.3267,2.3672,31.3555,26.0261,24.2441,3.5329,7.2139,22.9221,5.8756,28.9001,4.199,6.866,24.0483,21.4833,30.8321,22.6465,6.8882
7156.25,20.9635,7.9041,27.6071,21.4155,24.3685,4.381,2.1148,27.0002,5.6529,27.4724,4.6544,3.2345,26.31,25.728,20.7975,25.8363,5.0665
7171.875,20.1266,7.7807,27.3044,25.1713,25.3411,7.0802,13.1516,23.8509,5.87,22.0261,6.8041,8.0832,24.6541,25.0051,24.1026,22.5951,4.9628
7187.5,27.887,9.7467,14.9471,22.5664,21.2663,5.5202,4.5701,26.8873,8.4865,28.0713,3.1174,4.2181,22.4081,24.4932,25.3389,27.6031,6.8862
7203.125,23.2352,4.9364,28.9741,25.1703,22.5562,5.5711,10.4106,22.1643,5.2786,18.5622,10.2536,9.9052,20.9945,15.6935,19.7337,19.8102,7.9496
7218.75,17.404,7.083,18.3581,22.2742,19.5386,8.1416,6.9434,14.358,10.1402,23.4865,6.3309,7.788,23.1364,25.8064,23.0854,22.9145,6.3917
7234.375,12.8872,10.901,22.0202,18.8713,19.3897,9.8765,11.3966,24.1999,11.1815,18.5026,8.84,6.0893,15.9472,19.7077,15.2369,11.7151,7.0703
7250,21.0992,10.6096,24.147,15.6086,17.465,7.0505,4.2883,25.4243,4.3331,17.4972,5.7437,11.2564,18.5526,14.3804,21.8661,26.1224,13.583
7265.625,22.9457,8.56,8.9165,14.819,15.5465,10.0129,11.1227,18.4805,14.4914,17.2415,12.9519,5.2863,17.2625,16.1043,11.6451,15.4262,6.8973
